fecha,tipo_servicio,nombre_servicio,puntuacion,comentario,idioma
2024-12-02,Servicio,Inmobiliaria HUZ S.Coop. Atracción,5,¡¡¡QUÉ EXPERIENCIA TAN INCREÍBLE CON INMOBILIARIA HUZ S.COOP. ATTRACCIÓN!!! ¡LES DOY 5/5 ESTRELLAS SIN DUDARLO NI UN SEGUNDO! ¡ESTA EMPRESA ES SIMPLEMENTE FANTÁSTICA EN TODO LO QUE HACE! 😍✨ Desde el primer momento su PROFESIONALISMO me dejó boquiabierto. ¡Todo el equipo es súper atento amable y sabe exactamente lo que hace! En particular quiero destacar a MARÍA una de las asesoras que me atendió. ¡Ella fue MI HADA MADRINA EN EL PROCESO! Siempre estuvo dispuesta a resolver mis dudas explicó TODO con claridad y se aseguró de que me sintiera cómodo en cada paso. ¡GRACIAS MARÍA ERES UNA CAMPEONA! 🙌💖 En cuanto a la RESOLUCIÓN DE PROBLEMAS ¡WOW! Tuve un pequeño inconveniente con la documentación pero el equipo lo solucionó en un ABRIR Y CERRAR DE OJOS. ¡Fueron RÁPIDOS EFICIENTES y TRANSPARENTES! ¡No tuve que preocuparme por nada! ¡In,
2019-10-06,Hotel,dHCI Executive Boutique Hotel,4,Buena estancia en general. excelente ubicación. Solo faltaban algunas comodidades menores.,
2021-12-02,Ruta,Composable Cloud - Aruba Central,3,"Experiencia promedio. guía muy informativo, aunque guía poco informado.",
2020-01-19,Servicio,Iker Catalán Suárez S.A.U Parque,3,"Experiencia promedio. instalaciones impecables, aunque instalaciones descuidadas.",
2024-04-04,Servicio,Tecnologías Iberia S.L. Atracción,4,Experiencia agradable. instalaciones impecables. Recomendable.,
2023-08-14,Servicio,Infraestructuras Carlos S.L.N.E Tienda,2,Bastante decepcionante. instalaciones descuidadas. Esperaba más.,
2022-10-21,Ruta,Alletra City - ProLiant Village,4,Buena ruta en general. transporte cómodo. Solo el tiempo de descanso fue corto.,
2023-08-25,Servicio,Servicios Internacionales S.C.P Tienda,5,¡Servicio excelente! servicio rápido. gran variedad de opciones. Volveré sin duda.,
2024-07-24,Ruta,Alletra City - ProLiant Village,4,Ruta recomendable. bien organizada. Disfrutamos mucho.,
2019-01-31,Servicio,Vinicio Jove Huertas S.L.L. Museo,2,**Reseña de 2/5 estrellas para Vinicio Jove Huertas S.L.L. Museo** Mi experiencia en el museo Vinicio Jove Huertas S.L.L. fue bastante decepcionante. En primer lugar la actitud del personal dejó mucho que desear. Desde el momento en que llegué me recibieron con indiferencia y falta de interés. Parecía que estaban más ocupados en sus conversaciones que en atender a los visitantes. Cuando intenté hacer preguntas sobre las exposiciones las respuestas fueron cortantes y poco informativas como si les molestara que les interrumpiera. En cuanto a la calidad del museo esperaba mucho más. Las instalaciones parecían descuidadas y algunas áreas estaban claramente desactualizadas. Las exposiciones carecían de información detallada y en algunos casos las piezas estaban mal,
2021-10-11,Hotel,Pointnext Signature Residences & Suites,4,Buena estancia en general. habitaciones cómodas. Solo faltaban algunas comodidades menores.,
2024-11-06,Ruta,Aruba Central - ProLiant Village,4,Buena ruta en general. bien organizada. Solo un punto de interés estaba en renovación.,
2021-07-25,Hotel,Pointnext Signature Residences & Suites,3,"Experiencia promedio. desayuno delicioso, pero personal poco amable.",
2023-09-19,Ruta,HPE Innovation Hub - Ezmeral Valley,5,Experiencia inolvidable. transporte cómodo. Lo mejor: transporte cómodo.,
2022-12-22,Servicio,Aller y Pintor S.Coop. Parque,5,Experiencia increíble. instalaciones impecables. Lo mejor: servicio rápido.,
2024-09-01,Servicio,Finanzas Globales S.A. Atracción,4,Experiencia agradable. personal atento. Recomendable.,
2021-08-02,Servicio,Industrias Llabrés y asociados S.Com. Parque,5,Experiencia increíble. instalaciones impecables. Lo mejor: instalaciones impecables.,
2020-01-21,Ruta,HPE Innovation Hub - ProLiant Village,4,Ruta recomendable. guía muy informativo. Disfrutamos mucho.,
2024-09-23,Ruta,HPE Innovation Hub - ProLiant Village,4,Mi experiencia en la ruta turística 'HPE Innovation Hub - ProLiant Village' fue bastante satisfactoria aunque con algunos aspectos que podrían mejorar. La duración del recorrido fue adecuada alrededor de dos horas lo que permitió explorar las instalaciones sin sentir que el tiempo se extendía demasiado. Sin embargo hubo momentos en los que me habría gustado profundizar un poco más en ciertas áreas ya que algunas explicaciones se sintieron un poco apresuradas. En cuanto a la seguridad todo estuvo muy bien organizado. El personal fue atento y se notaba que habían tomado medidas para garantizar la comodidad y protección de los visitantes. Me gustó especialmente cómo manejaron los grupos pequeños lo que permitió mantener un ambiente controlado y seguro en todo momento. Un detalle que destacaría fue la interacción con una de las guías quien nos explicó de manera,
2023-06-11,Hotel,InfoSight Boutique Hotel,1,Pésima experiencia. ruido excesivo. No lo recomiendo en absoluto.,
2021-06-24,Ruta,Alletra City - ProLiant Village,3,"Ruta aceptable. transporte cómodo, pero puntos de interés cerrados.",
2024-12-02,Ruta,Composable Cloud - Nimble Peak,3,La rotta turistica 'Composable Cloud - Nimble Peak' è un'esperienza mista. Il paesaggio è davvero suggestivo con viste mozzafiato sulle montagne e nuvole che sembrano toccare le cime. Tuttavia il percorso è spesso affollato soprattutto nei weekend e questo può rovinare un po' l'atmosfera tranquilla che ti aspetteresti. Durante la mia visita ho notato che molti turisti si fermavano a fare foto creando piccoli ingorghi lungo il sentiero. Un consiglio per chi vuole provare questa rotta: partite presto la mattina per evitare la,
2021-09-19,Servicio,Guadalupe Molins Salas S.Coop. Atracción,5,¡Qué experiencia tan increíble en Guadalupe Molins Salas S.Coop. Atracción! Sin duda merece un 5/5 estrellas sin ninguna duda. Desde el primer momento el trato del personal fue excepcional. Todos los miembros del equipo demostraron una amabilidad y profesionalismo que hacen que te sientas como en casa. Son atentos serviciales y siempre están dispuestos a resolver cualquier duda o necesidad que tengas. Su actitud positiva y cálida realmente marca la diferencia y hace que la experiencia sea aún más agradable. En cuanto a la calidad del servicio no tengo más que palabras de elogio. Todo está impecablemente organizado desde las instalaciones hasta las actividades que ofrecen. Se nota que ponen mucho esfuerzo y dedicación en cada detalle para garantizar que los clientes vivan una experiencia única y memorable. La atención al cliente es personalizada lo que demuestra que valoran a cada persona que llega a su negocio. En resumen Guadalupe Molins Salas S.Coop. Atracción es un lugar que supera todas las expectativas. Si buscas un servicio de alta calidad con un equipo humano que te hace sentir especial este es el lugar ideal. ¡No dudaría en recomendar esta experiencia a todo el mundo y espero volver muy pronto! ¡Gracias,
2022-05-12,Servicio,Desarrollo Oller & Asociados S.L.N.E Parque,5,¡¡¡WOW!!! ¡¡NO PUEDO CREER LO INCREÍBLE QUE FUE MI EXPERIENCIA CON 'DESARROLLO OLLER & ASOCIADOS S.L.N.E PARQUE'!!! ¡¡ESTOY TOTALMENTE IMPRESIONADO/A Y NO PUEDO DEJAR DE RECOMENDARLOS A TODOS!! ¡¡5 ESTRELLAS NO SON SUFICIENTES PARA DESCRIBIR LO MARAVILLOSO QUE FUE TODO!! 😍✨ ¡¡EL SERVICIO DE RESOLUCIÓN DE PROBLEMAS ES SIMPLEMENTE **INCREÍBLE**!!! ¡¡TENÍA UN ASUNTO COMPLICADO Y ELLOS LO RESOLVIERON EN TIEMPO RÉCORD CON UNA EFICIENCIA Y PROFESIONALISMO QUE ME DEJÓ CON LA BOCA ABIERTA!! ¡¡NO SOLO ESCUCHARON MIS PREOCUPACIONES SINO QUE TAMBIÉN ME DIERON SOLUCIONES CLARAS Y PRÁCTICAS QUE SUPERARON TODAS MIS EXPECTATIVAS!! ¡¡SON UN EQUIPO DE VERDADEROS EXPERTOS QUE SABEN LO QUE HACEN!! 👏🔥 ¡¡Y LAS INSTALACIONES!! ¡¡DIOS MÍO LAS INST,
2024-01-14,Servicio,Suministros Pujol y asociados S.A.T. Restaurante,4,Buen servicio en general. personal atento. Solo pequeño malentendido con la reserva.,
2023-09-16,Ruta,Nimble Peak - GreenLake Shores,4,Buena ruta en general. guía muy informativo. Solo hubo un pequeño retraso al inicio.,
2022-05-30,Servicio,Familia Julián S.A. Parque,3,"Experiencia promedio. servicio rápido, aunque falta de opciones.",
2019-11-23,Hotel,Alletra Boutique Hotel,4,Buena estancia en general. personal amable. Solo faltaban algunas comodidades menores.,
2024-08-13,Hotel,Alletra Resort,4,Experiencia agradable. desayuno delicioso. Recomendable.,
2020-01-27,Hotel,Apollo Diamond Suites,2,Mi experiencia en el Apollo Diamond Suites fue bastante decepcionante especialmente considerando el precio que pagué. El nivel de ruido fue insoportable durante toda mi estancia. Las paredes parecen ser extremadamente delgadas ya que podía escuchar claramente las conversaciones de los huéspedes en las habitaciones contiguas así como el ruido constante del tráfico exterior. Incluso por la noche cuando esperaba descansar el sonido de los pasillos y ascensores me mantuvo despierto. En cuanto al valor no creo que el costo de la habitación esté justificado. Aunque las instalaciones son modernas la falta de aislamiento acústico y la incomodidad general hacen que no valga la pena el precio. Además los servicios adicionales como el desayuno eran bastante básicos y no destacaban en calidad.,
2021-03-07,Hotel,Alletra Haven,5,Excelente hotel. desayuno delicioso. instalaciones modernas. ¡Volveré seguro!,
2024-09-11,Servicio,Restauración del Sur S.Com. Tour Guiado,5,¡Servicio excelente! excelente relación calidad-precio. gran variedad de opciones. Volveré sin duda.,
2020-07-01,Ruta,Alletra City - GreenLake Shores,5,Experiencia inolvidable. guía muy informativo. Lo mejor: transporte cómodo.,
2021-06-22,Servicio,Manufacturas Bueno & Asociados S.L. Museo,5,¡Servicio excelente! instalaciones impecables. servicio rápido. Volveré sin duda.,
2021-02-09,Ruta,ProLiant Village - GreenLake Shores,5,¡Qué experiencia increíble en la ruta turística 'ProLiant Village - GreenLake Shores'! Definitivamente merece un 5/5 estrellas. Desde el momento en que llegamos nos sorprendió la belleza natural del lugar. Los lagos cristalinos y los senderos bien cuidados hacen que sea un paraíso para los amantes de la naturaleza. Las atracciones están muy bien pensadas desde los miradores panorámicos hasta las zonas de descanso con bancos y sombra. ¡Incluso hay una pequeña cascada escondida que nos dejó boquiabiertos! En cuanto a la señalización hay que reconocer que está muy bien hecha. Los letreros son claros y fáciles de seguir aunque en un par de puntos nos costó un poco encontrar el camino porque algunos estaban un poco desgastados o mal colocados. Aún así no fue un gran problema ya que la mayoría del tiempo todo estaba perfectamente indicado. Además hay mapas en varios puntos del recorrido lo cual es super útil. Un consejo para otros viajeros: lleven suficiente agua y un buen calzado ya que algunos tramos pueden ser un poco empinados. También recomiendo empezar temprano para disfrutar de la tranquilidad y evitar las horas de más calor. ¡No se ar,
2022-02-21,Ruta,Alletra City - ProLiant Village,3,"Experiencia promedio. transporte cómodo, aunque guía poco informado.",
2022-09-03,Ruta,Composable Cloud - Aruba Central,4,Buena ruta en general. guía muy informativo. Solo el tiempo de descanso fue corto.,
2019-03-25,Ruta,GreenLake Shores - Alletra City,5,¡Ruta espectacular! puntos de interés fascinantes. vistas impresionantes. Imprescindible.,
2023-03-05,Servicio,Banco Mendez S.Com. Restaurante,4,Experiencia agradable. excelente relación calidad-precio. Recomendable.,
2020-08-06,Hotel,GreenLake Digital Business Suites,5,Experiencia increíble. instalaciones modernas. Lo mejor: habitaciones cómodas.,
2022-08-26,Ruta,Ezmeral Valley - Alletra City,5,¡Qué experiencia increíble la ruta Ezmeral Valley - Alletra City! Le doy 5/5 estrellas sin dudarlo. El transporte fue súper cómodo y puntual; los autobuses tienen aire acondicionado y asientos reclinables lo que hizo el viaje de 3 horas muy placentero. Además los conductores son muy amables y siempre están dispuestos a ayudar. En cuanto a las atracciones ¡wow! Ezmeral Valley es un paraíso natural con sus cascadas y senderos bien señalizados. Y Alletra City es una mezcla perfecta de historia y modernidad con su impresionante catedral gótica y los mercados llenos de vida. Un detalle que me encantó fue cuando nuestro guía Juan nos contó la leyenda del 'Puente de los Suspiros' en Alletra. ¡Fue tan emocionante que casi me olvido de sacar fotos! También conocí a una viajera llamada María con quien compartí un delicioso café en una cafetería local. Ella me recomendó probar los pastelitos de almendra ¡y no me arrepiento! Mi consejo para otros viajeros: lleven zapatos cómodos porque hay mucho que caminar y no,
2021-07-02,Hotel,GreenLake Platinum Heritage Inn,5,Excelente hotel. desayuno delicioso. desayuno delicioso. ¡Volveré seguro!,
2019-07-02,Ruta,ProLiant Village - Simplivity Springs,3,"Experiencia promedio. bien organizada, aunque puntos de interés cerrados.",
2019-11-04,Ruta,Nimble Peak - ProLiant Village,3,"Ruta aceptable. puntos de interés fascinantes, pero demasiado larga.",
2019-10-05,Hotel,GreenLake Digital Business Suites,2,Por debajo de las expectativas. mala ubicación. Necesita mejorar.,
2023-11-29,Ruta,Alletra City - Composable Cloud,3,"Experiencia promedio. transporte cómodo, aunque demasiado larga.",
2023-05-26,Hotel,Synergy Golden Grand Hotel,4,¡WOW! ¡QUÉ EXPERIENCIA INCREÍBLE EN EL SYNERGY GOLDEN GRAND HOTEL!!! 😍✨ ¡Este lugar es una JOYA en cuanto a valor y ubicación! ¡No puedo creer lo BIEN que me salió todo por el precio que pagué! 💸💎 ¡Las habitaciones son ESPACIOSAS LIMPIAS y con una decoración MODERNA que te hace sentir como en casa! 🛏️✨ ¡La UBICACIÓN es simplemente PERFECTA!!! 🗺️ Está a solo unos pasos de los principales puntos turísticos restaurantes y transporte público. ¡No necesitas gastar en taxis porque TODO está CERCA! 🚶‍♂️🚶‍♀️ Además desde mi habitación en el piso 10 tenía una VISTA ESPECTACULAR de la ciudad que me dejó sin,
2020-01-06,Ruta,Nimble Peak - HPE Innovation Hub,5,¡Ruta espectacular! puntos de interés fascinantes. transporte cómodo. Imprescindible.,
